physician_id,physician_specialty,physician_state,last_payment_date,frequency,value,recency_days,r_score,f_score,v_score,rfm_score,segment
PHY00344,Oncology,CA,2025-06-27,10,2279.58,186,1,4,2,7,Medium Priority
PHY00166,Cardiology,MI,2025-12-03,9,2063.98,27,3,3,1,7,Medium Priority
PHY00164,Neurology,OH,2025-10-13,10,2705.78,78,2,3,2,7,Medium Priority
PHY00093,Oncology,GA,2025-04-17,9,4602.77,257,1,3,3,7,Medium Priority
PHY00100,Pulmonology,NY,2025-10-19,5,7176.759999999999,72,2,1,4,7,Medium Priority
PHY00108,Neurology,FL,2025-02-17,7,5635.5,316,1,2,4,7,Medium Priority
PHY00109,Rheumatology,IL,2025-11-09,8,3179.02,51,3,2,2,7,Medium Priority
PHY00398,Rheumatology,TX,2025-12-03,8,1480.94,27,3,3,1,7,Medium Priority
PHY00401,Psychiatry,NY,2025-12-05,8,1186.21,25,3,3,1,7,Medium Priority
PHY00422,Oncology,TX,2025-09-09,7,3996.51,112,2,2,3,7,Medium Priority
PHY00416,Cardiology,CA,2025-06-03,9,4897.41,210,1,3,3,7,Medium Priority
PHY00056,Neurology,PA,2025-09-08,10,3465.88,113,2,3,2,7,Medium Priority
PHY00436,Psychiatry,NC,2025-10-26,6,4268.15,65,2,2,3,7,Medium Priority
PHY00453,Rheumatology,MI,2025-12-15,6,1195.05,15,4,2,1,7,Medium Priority
PHY00379,Oncology,TX,2025-12-22,3,976.55,8,4,1,1,6,Medium Priority
PHY00370,General Practice,FL,2025-06-30,6,3802.8199999999997,183,1,2,3,6,Medium Priority
PHY00375,Cardiology,GA,2025-07-23,8,3435.1800000000003,160,1,3,2,6,Medium Priority
PHY00139,General Practice,TX,2025-11-28,7,2106.27,32,3,2,1,6,Medium Priority
PHY00086,Endocrinology,CA,2025-10-06,8,2197.7999999999997,85,2,2,2,6,Medium Priority
PHY00350,General Practice,OH,2025-11-18,5,3131.9500000000003,42,3,1,2,6,Medium Priority
PHY00405,Psychiatry,PA,2025-10-19,5,4260.16,72,2,1,3,6,Medium Priority
PHY00406,Neurology,CA,2025-08-30,7,2804.13,122,2,2,2,6,Medium Priority
PHY00409,Neurology,MI,2025-12-08,4,1732.56,22,4,1,1,6,Medium Priority
PHY00429,Cardiology,OH,2025-05-22,4,7073.32,222,1,1,4,6,Medium Priority
PHY00053,Endocrinology,CA,2025-09-15,7,2600.42,106,2,2,2,6,Medium Priority
PHY00050,Rheumatology,MI,2025-12-09,4,1128.21,21,4,1,1,6,Medium Priority
PHY00427,Cardiology,NC,2025-09-29,6,3094.29,92,2,2,2,6,Medium Priority
PHY00054,Neurology,FL,2025-12-30,6,418.15999999999997,0,4,1,1,6,Medium Priority
PHY00106,Oncology,IL,2025-07-04,8,4579.52,179,1,2,3,6,Medium Priority
PHY00102,Oncology,NY,2025-08-29,7,2726.51,123,2,2,2,6,Medium Priority
PHY00399,Psychiatry,TX,2025-11-02,7,1821.97,58,3,2,1,6,Medium Priority
PHY00408,Psychiatry,OH,2025-12-09,3,950.85,21,4,1,1,6,Medium Priority
PHY00101,General Practice,MI,2025-06-24,9,3244.09,189,1,3,2,6,Medium Priority
PHY00103,Oncology,IL,2025-09-23,7,2485.76,98,2,2,2,6,Medium Priority
PHY00126,Psychiatry,MI,2025-08-09,7,4008.67,143,1,2,3,6,Medium Priority
PHY00202,Psychiatry,FL,2025-11-14,6,2157.2000000000003,46,3,1,2,6,Medium Priority
PHY00276,Neurology,CA,2025-11-13,6,935.15,47,3,2,1,6,Medium Priority
PHY00200,Endocrinology,NY,2025-06-26,7,4117.35,187,1,2,3,6,Medium Priority
PHY00305,Oncology,GA,2025-12-15,4,1710.5900000000001,15,4,1,1,6,Medium Priority
PHY00227,Pulmonology,NY,2025-12-05,7,1928.04,25,3,2,1,6,Medium Priority
PHY00267,Neurology,GA,2025-12-05,5,2144.67,25,3,1,2,6,Medium Priority
PHY00219,Psychiatry,NC,2025-12-17,4,1780.8,13,4,1,1,6,Medium Priority
PHY00150,Psychiatry,TX,2025-03-07,9,2293.49,298,1,3,2,6,Medium Priority
PHY00373,Oncology,GA,2025-09-19,5,4190.77,102,2,1,3,6,Medium Priority
PHY00089,Neurology,CA,2025-12-01,8,1546.55,29,3,2,1,6,Medium Priority
PHY00241,Oncology,TX,2025-09-12,8,1854.35,109,2,3,1,6,Medium Priority
PHY00264,Cardiology,TX,2025-11-21,7,1754.54,39,3,2,1,6,Medium Priority
PHY00488,Neurology,NC,2025-06-16,9,2571.2599999999998,197,1,3,2,6,Medium Priority
PHY00486,Rheumatology,NY,2025-12-09,4,1021.96,21,4,1,1,6,Medium Priority
PHY00205,Neurology,NC,2025-12-26,5,1880.52,4,4,1,1,6,Medium Priority
PHY00292,Endocrinology,CA,2025-07-27,6,4807.01,156,1,2,3,6,Medium Priority
PHY00296,Neurology,PA,2025-10-07,6,3406.38,84,2,2,2,6,Medium Priority
PHY00189,General Practice,CA,2025-10-24,8,2665.42,67,2,2,2,6,Medium Priority
PHY00183,Rheumatology,TX,2025-12-12,5,946.74,18,4,1,1,6,Medium Priority
PHY00282,Neurology,PA,2025-06-03,6,3622.1099999999997,210,1,2,3,6,Medium Priority
PHY00248,Cardiology,PA,2024-10-28,3,9558.230000000001,428,1,1,4,6,Medium Priority
PHY00468,Cardiology,CA,2025-11-23,3,2634.59,37,3,1,2,6,Medium Priority
PHY00471,Pulmonology,GA,2025-05-05,8,3057.01,239,1,3,2,6,Medium Priority
PHY00462,Pulmonology,GA,2025-09-04,7,2562.07,117,2,2,2,6,Medium Priority
PHY00470,Neurology,FL,2025-10-22,7,3025.05,69,2,2,2,6,Medium Priority
PHY00161,General Practice,TX,2025-09-10,8,2914.26,111,2,2,2,6,Medium Priority
PHY00144,Psychiatry,IL,2025-11-14,4,2625.33,46,3,1,2,6,Medium Priority
PHY00332,Cardiology,OH,2025-12-21,4,1955.49,9,4,1,1,6,Medium Priority
PHY00320,Rheumatology,FL,2025-07-25,9,2726.2299999999996,158,1,3,2,6,Medium Priority
PHY00311,Psychiatry,TX,2025-09-12,8,1839.75,109,2,3,1,6,Medium Priority
PHY00043,Oncology,TX,2025-09-20,5,3802.37,101,2,1,3,6,Medium Priority
PHY00473,Endocrinology,MI,2025-09-17,5,3677.09,104,2,1,3,6,Medium Priority
PHY00461,Oncology,PA,2025-12-07,6,574.6,23,3,2,1,6,Medium Priority
PHY00451,Rheumatology,IL,2025-05-30,5,17891.33,214,1,1,4,6,Medium Priority
PHY00496,General Practice,PA,2025-09-16,7,2401.75,105,2,2,2,6,Medium Priority
PHY00495,Pulmonology,OH,2025-11-12,7,1436.27,48,3,2,1,6,Medium Priority
PHY00449,General Practice,PA,2025-09-01,5,3573.55,120,2,1,3,6,Medium Priority
PHY00005,Endocrinology,TX,2025-06-15,4,5372.57,198,1,1,4,6,Medium Priority
PHY00073,Cardiology,NY,2025-12-13,5,1115.1100000000001,17,4,1,1,6,Medium Priority
PHY00414,Cardiology,MI,2025-12-25,3,590.6300000000001,5,4,1,1,6,Medium Priority
PHY00361,Neurology,IL,2025-12-16,4,394.62,14,4,1,1,6,Medium Priority
PHY00115,General Practice,CA,2025-10-31,7,1245.9,60,3,2,1,6,Medium Priority
PHY00125,Pulmonology,MI,2025-12-16,4,694.6,14,4,1,1,6,Medium Priority
PHY00117,Cardiology,OH,2025-10-26,7,2376.84,65,2,2,2,6,Medium Priority
PHY00169,General Practice,GA,2025-10-24,4,4851.99,67,2,1,3,6,Medium Priority
PHY00355,Psychiatry,PA,2025-11-10,6,1443.61,50,3,2,1,6,Medium Priority
PHY00165,Oncology,FL,2025-08-03,7,2945.8199999999997,149,1,2,2,5,Low Priority
PHY00352,Cardiology,CA,2025-06-03,6,3222.25,210,1,2,2,5,Low Priority
PHY00076,Oncology,NY,2025-10-21,8,2076.81,70,2,2,1,5,Low Priority
PHY00448,Rheumatology,IL,2025-08-03,6,2406.65,149,1,2,2,5,Low Priority
PHY00364,Oncology,NY,2025-05-05,6,3287.91,239,1,2,2,5,Low Priority
PHY00348,Neurology,CA,2025-10-22,7,1263.43,69,2,2,1,5,Low Priority
PHY00081,General Practice,MI,2025-12-05,5,1680.87,25,3,1,1,5,Low Priority
PHY00128,Cardiology,MI,2025-04-27,6,3962.86,247,1,1,3,5,Low Priority
PHY00338,Endocrinology,CA,2025-10-24,6,1211.8,67,2,2,1,5,Low Priority
PHY00334,Endocrinology,CA,2025-07-18,6,2200.13,165,1,2,2,5,Low Priority
PHY00452,Rheumatology,NC,2025-09-03,7,1346.47,118,2,2,1,5,Low Priority
PHY00061,Endocrinology,IL,2025-06-03,7,2858.29,210,1,2,2,5,Low Priority
PHY00441,Cardiology,NY,2025-10-05,7,1089.16,86,2,2,1,5,Low Priority
PHY00442,Psychiatry,NY,2025-06-25,7,3318.39,188,1,2,2,5,Low Priority
PHY00417,Pulmonology,MI,2025-12-01,3,676.0799999999999,29,3,1,1,5,Low Priority
PHY00410,Rheumatology,NY,2025-11-28,4,1991.8000000000002,32,3,1,1,5,Low Priority
PHY00425,Psychiatry,TX,2025-03-04,6,2768.27,301,1,2,2,5,Low Priority
PHY00049,Rheumatology,PA,2025-10-15,5,3442.62,76,2,1,2,5,Low Priority
PHY00186,Pulmonology,GA,2025-06-26,8,2436.57,187,1,2,2,5,Low Priority
PHY00310,Rheumatology,MI,2025-08-21,6,2845.52,131,1,2,2,5,Low Priority
PHY00316,Psychiatry,CA,2025-12-06,4,1408.36,24,3,1,1,5,Low Priority
PHY00294,Oncology,IL,2025-09-01,3,2892.81,120,2,1,2,5,Low Priority
PHY00193,Cardiology,NY,2025-09-09,6,2729.52,112,2,1,2,5,Low Priority
PHY00268,Psychiatry,NC,2025-04-20,6,3912.36,254,1,1,3,5,Low Priority
PHY00215,Endocrinology,IL,2025-11-19,5,1602.6799999999998,41,3,1,1,5,Low Priority
PHY00185,Cardiology,OH,2025-09-02,6,2956.56,119,2,1,2,5,Low Priority
PHY00199,Pulmonology,PA,2025-07-17,10,1775.75,166,1,3,1,5,Low Priority
PHY00484,Rheumatology,MI,2025-10-08,5,2127.3,83,2,1,2,5,Low Priority
PHY00489,Cardiology,OH,2025-08-03,7,2732.44,149,1,2,2,5,Low Priority
PHY00469,Pulmonology,NY,2025-07-20,6,3243.7799999999997,163,1,2,2,5,Low Priority
PHY00041,Endocrinology,OH,2025-11-15,6,1988.4299999999998,45,3,1,1,5,Low Priority
PHY00040,Endocrinology,NY,2025-05-11,8,2180.32,233,1,2,2,5,Low Priority
PHY00252,Cardiology,NC,2025-08-22,6,4384.360000000001,130,1,1,3,5,Low Priority
PHY00181,Pulmonology,NY,2025-11-29,6,1572.68,31,3,1,1,5,Low Priority
PHY00377,Neurology,MI,2025-09-29,7,2006.54,92,2,2,1,5,Low Priority
PHY00122,Pulmonology,FL,2024-10-25,8,2508.89,431,1,2,2,5,Low Priority
PHY00129,Neurology,CA,2025-12-06,4,1503.57,24,3,1,1,5,Low Priority
PHY00314,General Practice,FL,2025-08-17,6,2347.57,135,1,2,2,5,Low Priority
PHY00149,Cardiology,MI,2025-09-29,7,1269.08,92,2,2,1,5,Low Priority
PHY00155,Pulmonology,CA,2025-03-05,3,4309.7699999999995,300,1,1,3,5,Low Priority
PHY00318,Cardiology,CA,2025-07-19,7,2252.56,164,1,2,2,5,Low Priority
PHY00159,Cardiology,MI,2025-06-02,4,4629.71,211,1,1,3,5,Low Priority
PHY00083,Pulmonology,OH,2025-04-04,8,2639.07,270,1,2,2,5,Low Priority
PHY00255,Cardiology,PA,2025-08-31,6,974.85,121,2,1,1,4,Low Priority
PHY00018,Psychiatry,TX,2025-08-27,6,826.8800000000001,125,2,1,1,4,Low Priority
PHY00033,Neurology,MI,2024-10-25,3,2145.0699999999997,431,1,1,2,4,Low Priority
PHY00198,Neurology,NC,2025-09-01,6,946.22,120,2,1,1,4,Low Priority
PHY00201,General Practice,CA,2025-05-01,7,1937.3899999999999,243,1,2,1,4,Low Priority
PHY00304,Rheumatology,IL,2025-07-31,5,2716.5,152,1,1,2,4,Low Priority
PHY00312,General Practice,IL,2025-07-25,6,1271.99,158,1,2,1,4,Low Priority
PHY00127,Oncology,NY,2025-09-17,5,1268.22,104,2,1,1,4,Low Priority
PHY00365,General Practice,CA,2025-08-05,6,1549.49,147,1,2,1,4,Low Priority
PHY00046,Neurology,NY,2025-10-20,6,1513.1200000000001,71,2,1,1,4,Low Priority
PHY00092,Neurology,NC,2025-10-21,6,1868.76,70,2,1,1,4,Low Priority
PHY00004,General Practice,NY,2025-07-03,6,3261.6,180,1,1,2,4,Low Priority
PHY00052,Rheumatology,PA,2025-09-06,6,1520.31,115,2,1,1,4,Low Priority
PHY00075,Pulmonology,GA,2025-04-24,6,2557.21,250,1,1,2,4,Low Priority
PHY00437,Psychiatry,NY,2025-06-26,3,2670.0,187,1,1,2,4,Low Priority
PHY00459,Endocrinology,NC,2025-10-13,5,967.4599999999999,78,2,1,1,4,Low Priority
PHY00011,Endocrinology,GA,2025-10-01,6,1189.67,90,2,1,1,4,Low Priority
PHY00499,Cardiology,CA,2025-08-03,7,1592.0900000000001,149,1,2,1,4,Low Priority
PHY00384,Pulmonology,CA,2025-09-06,5,1798.15,115,2,1,1,4,Low Priority
PHY00372,Psychiatry,CA,2025-08-12,6,2062.68,140,1,2,1,4,Low Priority
PHY00366,General Practice,IL,2025-09-25,5,2005.94,96,2,1,1,4,Low Priority
PHY00388,General Practice,CA,2025-03-30,6,1547.76,275,1,2,1,4,Low Priority
PHY00381,Psychiatry,PA,2025-08-23,7,1173.89,129,1,2,1,4,Low Priority
PHY00222,Endocrinology,MI,2025-03-26,6,2189.8799999999997,279,1,1,2,4,Low Priority
PHY00298,General Practice,OH,2025-02-10,4,3007.3900000000003,323,1,1,2,4,Low Priority
PHY00020,Endocrinology,CA,2025-09-22,5,1188.35,99,2,1,1,4,Low Priority
PHY00034,Oncology,OH,2025-08-04,6,2312.86,148,1,1,2,4,Low Priority
PHY00167,Psychiatry,IL,2025-04-03,4,2315.32,271,1,1,2,4,Low Priority
PHY00243,Neurology,IL,2025-07-07,7,1751.56,176,1,2,1,4,Low Priority
PHY00250,Endocrinology,CA,2025-08-18,5,3417.24,134,1,1,2,4,Low Priority
PHY00253,Neurology,FL,2025-01-09,4,2411.06,355,1,1,2,4,Low Priority
PHY00360,Endocrinology,IL,2025-09-26,4,520.39,95,2,1,1,4,Low Priority
PHY00346,General Practice,NC,2024-07-19,3,3124.99,529,1,1,2,4,Low Priority
PHY00135,General Practice,TX,2025-09-13,5,1645.68,108,2,1,1,4,Low Priority
PHY00485,Pulmonology,PA,2025-08-07,5,2074.74,145,1,1,1,3,Low Priority
PHY00023,Oncology,NC,2025-07-13,6,1398.55,170,1,1,1,3,Low Priority
PHY00479,Cardiology,NY,2025-07-18,4,899.46,165,1,1,1,3,Low Priority
PHY00466,General Practice,CA,2025-04-26,2,421.73,248,1,1,1,3,Low Priority
PHY00465,Neurology,FL,2025-05-14,5,1466.9299999999998,230,1,1,1,3,Low Priority
PHY00160,Neurology,MI,2024-04-27,1,844.76,612,1,1,1,3,Low Priority
PHY00151,Endocrinology,NY,2025-04-24,3,629.49,250,1,1,1,3,Low Priority
PHY00145,Psychiatry,NY,2025-06-21,3,431.87,192,1,1,1,3,Low Priority
PHY00317,Endocrinology,NC,2025-05-18,5,1263.99,226,1,1,1,3,Low Priority
PHY00303,Endocrinology,GA,2025-05-10,5,1847.29,234,1,1,1,3,Low Priority
PHY00197,Oncology,FL,2025-07-07,3,396.18000000000006,176,1,1,1,3,Low Priority
PHY00300,Psychiatry,MI,2025-02-23,5,1697.63,310,1,1,1,3,Low Priority
PHY00174,Neurology,FL,2025-01-21,2,1425.77,343,1,1,1,3,Low Priority
PHY00272,Psychiatry,NC,2025-05-20,5,1707.58,224,1,1,1,3,Low Priority
PHY00228,Rheumatology,OH,2025-08-07,6,1643.71,145,1,1,1,3,Low Priority
PHY00266,Oncology,FL,2025-06-05,5,1641.97,208,1,1,1,3,Low Priority
PHY00217,Neurology,IL,2025-07-31,4,564.45,152,1,1,1,3,Low Priority
PHY00246,Rheumatology,GA,2025-08-13,5,664.0500000000001,139,1,1,1,3,Low Priority
PHY00240,Psychiatry,MI,2025-05-17,6,1487.94,227,1,1,1,3,Low Priority
PHY00261,Cardiology,NY,2025-05-29,6,1682.19,215,1,1,1,3,Low Priority
PHY00265,Endocrinology,MI,2024-12-03,3,1639.87,392,1,1,1,3,Low Priority
PHY00085,General Practice,IL,2025-07-11,4,1510.69,172,1,1,1,3,Low Priority
PHY00391,Endocrinology,IL,2025-06-02,4,434.08,211,1,1,1,3,Low Priority
PHY00392,Endocrinology,TX,2025-01-19,3,1540.04,345,1,1,1,3,Low Priority
PHY00394,Psychiatry,OH,2025-08-17,5,1957.15,135,1,1,1,3,Low Priority
PHY00131,Neurology,IL,2024-12-18,6,1796.95,377,1,1,1,3,Low Priority
PHY00368,Oncology,CA,2024-11-11,4,1197.54,414,1,1,1,3,Low Priority
PHY00114,Rheumatology,FL,2025-06-06,6,2026.42,207,1,1,1,3,Low Priority
PHY00121,Psychiatry,IL,2025-05-20,5,1244.69,224,1,1,1,3,Low Priority
PHY00349,Psychiatry,IL,2025-01-31,5,1226.78,333,1,1,1,3,Low Priority
PHY00172,Pulmonology,IL,2025-06-15,5,1152.28,198,1,1,1,3,Low Priority
PHY00170,Rheumatology,FL,2025-07-17,5,1747.1200000000001,166,1,1,1,3,Low Priority
PHY00059,Endocrinology,CA,2025-07-24,6,708.91,159,1,1,1,3,Low Priority
PHY00064,Cardiology,FL,2025-08-04,3,1568.79,148,1,1,1,3,Low Priority
PHY00458,Psychiatry,MI,2025-02-17,5,906.9100000000001,316,1,1,1,3,Low Priority
PHY00460,Endocrinology,NC,2025-07-08,5,1973.52,175,1,1,1,3,Low Priority
PHY00007,Pulmonology,MI,2025-06-08,3,778.28,205,1,1,1,3,Low Priority
